ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"1016",,"ADCNOMS II","CREWS","Garstang, Brian","ITCE","no","9/20/2023","SUB","QUAL","TBD","$100,000,000.00","$10,000,000.00","35%","No",,,,,"TBD",,,"ITES-3S",,"NB","5/20/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"10/30/2023",,,"Planning",,"5/19/2029","59","$3,500,000",,,,"Grow","2023-04-24T13:59:55Z"
"1017",,"ATIS Solution Integrator","CREWS","Garstang, Brian","ITCE","yes","9/15/2023","SUB","QUAL","TBD","$25,000,000.00","$2,500,000.00","35%","No",,,,,"TBD",,,"ITES-3S",,"NB","4/15/2024","david.king@i3-corps.com",,,"Formal","Army",,,"10/15/2023",,,"Planning",,"9/30/2027","41","$875,000",,,,"Grow","2023-06-28T18:54:37Z"
"1018",,"PEOSTRI - UNITE - TREX II","CREWS","Garstang, Brian","ITCE","yes","5/15/2023","PRIME","PROPSUB","i3","$10,000,000.00","$10,000,000.00","25%","No","Releasing on TREX II May 15. Due June 2.",,,,"TBD",,,"Purchase Order",,"NB","12/1/2023","david.king@i3-corps.com",,,"Formal","Army",,,"6/2/2023",,,"Planning","6/2/2023","2/13/2028","50","$2,500,000",,,,"Grow","2023-06-28T18:49:07Z"
"1019",,"iMPOWER CIA","CREWS","Garstang, Brian","ITCE","no","6/1/2023","PRIME","CAPTURE","TBD","$5,000,000.00","$4,500,000.00","50%","No",,,,,"TBD",,,"Purchase Order",,"NB","10/1/2023","brian.garstang@i3-corps.com",,,"Formal","Other",,,"7/7/2023",,,"Planning",,"10/1/2028","60","$2,250,000",,,,"Create","2023-03-24T14:14:29Z"
"1020",,"AHRC SOOP","CREWS","Garstang, Brian","ITCE","yes","7/15/2023","SUB","CAPTURE","Exeter","$50,000,000.00","$5,000,000.00","40%","No",,,,,"TBD",,,"ITES-3S",,"NB","1/15/2024","david.king@i3-corps.com",,,"Formal","Army",,,"8/15/2023",,,"Planning",,"1/15/2029","60","$2,000,000",,,,"Grow","2023-06-28T18:54:01Z"
"1022",,"PEO M&S Technical Service MRAS","CREWS","Garstang, Brian","ITCE","no","6/1/2027","PRIME","INACTIVE","i3","$40,000,000.00","$40,000,000.00","20%","No",,,,,"TBD",,,"Purchase Order",,"NB","12/1/2027","william.glover@i3-corps.com",,,"Formal","Army",,,"7/1/2027",,,"Planning",,"12/1/2032","60","$8,000,000",,,,"Grow","2023-03-10T16:31:12Z"
"1023","N/A","GM-23-01-02 AMD Sensor Control and Sensor Survivability Prototype","CREWS","King, David","ITCE","yes","12/1/2022","PRIME","PROPSUB","i3","$49,500,000.00","$49,500,000.00","35%","Yes",,,,"david.king@i3-corps.com","F&O",,"CPFF","OTA","david.marck@i3services.onmicrosoft.com","NB","6/1/2023","william.glover@i3-corps.com",,,"Formal","Army",,,"12/14/2022","katie.elich@i3-corps.com",,"Planning",,"5/31/2025","23","$17,325,000",,,"James.Nash@i3-corps.com","Grow","2023-03-13T18:03:04Z"
"1024","226131","Ready Relevant Learning RRL Fiscal Year 2024 Navy Flash Content Conversion","TADSS","McGee, Nathan","VTSG","yes","7/14/2023","PRIME","CAPTURE","TBD","$161,200,000.00","$1.00","10%","No","6/7/2023: The draft RFP docs have been released
5/5/2023: Determining if we will Prime or partner with CACI
4/5/23: Unsolicited white paper provided detailing i3 solutions (VTS, LMS, XR/haptics)
1/3/23:  Requesting Steve reach out to Matia Green (John Bilbruk's replacement) to check on pricing table questions.  
12/20: Matt Bower provided a ROM/""pricing table"" that states cost per instructional hour based upon IMI level.",,,,"F&O",,,"STANDALONE",,"NB","1/31/2024","nathan.mcgee@i3-corps.com",,"541330","Formal","Navy",,,"8/14/2023",,,"Planning",,"1/31/2029","60","$0",,,,"Grow","2023-07-03T18:17:17Z"
"1025",,"CH47 GERMANY FMS SALE","TADSS","Duus, Andy","VTSG","no","7/3/2023","TBD","INACTIVE","SAIC","$1.00","$1.00","50%","No","8/15/22: Multiple phone calls from Todd Boyd to Andy Duus related to training requirements for this FMS case. ",,,,"TBD","Straightforward",,"S3I HWIL Aviation",,"NB","8/1/2023","ronald.steeg@i3-corps.com",,,"Organic","Army",,,"8/4/2023",,,"Planning",,"8/2/2024","12","$1",,,,"Expand","2023-01-30T20:58:32Z"
"1026",,"PEO AVN Specialized Technical Services (STS) - EXPRESS","TADSS","Watts, Rick","VTSG","yes","8/3/2023","PRIME","CAPTURE","i3","$8,000,000.00","$8,000,000.00","40%","Yes","Base: 1,243 hrs
Options: 91,287 hrs
Total hours = 92,530

PEO Strategy has shifted and the VTS work will not be included in this task order.",,,"hannis.watts@i3-corps.com","F&O","Difficult","T&M","EXPRESS",,"NB","3/14/2024","hannis.watts@i3-corps.com",,"541330","Formal","Army",,,"9/3/2023","katie.elich@i3-corps.com","5/10/2023","Planning",,"3/14/2029","60","$3,200,000",,,"matthew.bower@i3-corps.com","Create","2023-06-05T17:01:38Z"
"1027",,"PEO Aviation Programmatic - EXPRESS","ESI","Watts, Rick","AELS","yes","6/15/2024","SUB","CAPTURE","TBD","$55,000,000.00","$7,500,000.00","20%","No","Capture ongoing.  Prime TBD.  Will be tightly coupled to the PEO AVN Tech strategy.",,,"hannis.watts@i3-corps.com","SBSA","Straightforward","T&M","EXPRESS",,"NB","2/14/2025","william.glover@i3-corps.com",,"541611","Formal","Army",,,"7/15/2024",,,"Planning",,"2/15/2030","60","$1,500,000",,,,"Grow","2023-02-15T22:07:42Z"
"1028","219861","C17 Training System","TADSS","Rehome, Paul","VTSG","no","7/15/2023","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No","3/20/23: RFI response submitted in 2021, no contact since. Moving to INACTIVE.",,,,"F&O",,,"STANDALONE",,"NB","4/1/2024","william.glover@i3-corps.com",,,"Organic","Air Force",,,"6/15/2023",,,"Planning",,"12/15/2028","56","$0",,,,"Expand","2023-06-05T16:05:04Z"
"1029","108089","EVOLVE IDIQ","CORP","Watts, Rick","CORP","no","1/1/2027","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"Both",,,"IDIQ (Multiple Award)",,"NB","8/1/2027","william.glover@i3-corps.com",,,,"State",,,"2/1/2027",,,"Planning",,"8/1/2037","120","$0",,,,"Create","2023-06-05T15:04:55Z"
"1030","N/A","HWIL - BAE / NSWC CRANE ","SMS","McGee, Nathan","GTFD","yes","12/5/2022","SUB","PROPSUB","BAE","$100,000,000.00","$7,000,000.00","25%","No","Proposal submitted on 1/17","12/7/2022",,,"F&O",,"CPFF","IAC MAC","kimberly.green@i3-corps.com","NB","9/17/2023","henry.tylicki@i3-corps.com",,"541715","Formal","Navy","Brittany Wilburn","brittany.wilburn@baesystems.com","1/19/2023","rachel.paris@i3-corps.com",,"Planning","1/17/2023","9/17/2026","36","$1,750,000","P1-22-2378","12/7/2022","henry.tylicki@i3-corps.com","Create","2023-05-24T21:41:02Z"
"1031",,"USMC Network Cyber Defense","CREWS","Garstang, Brian","ITCE","no","9/20/2023","SUB","QUAL","TBD","$150,000,000.00","$15,000,000.00","35%","No",,,,,"TBD",,,"SEAPORTNXG",,"NB","2/20/2024","william.glover@i3-corps.com",,,"Formal","Marines",,,"10/20/2023",,"12/22/2022","Planning",,"2/20/2029","60","$5,250,000",,,,"Grow","2023-05-22T17:53:00Z"
"1032",,"EXPRESS On-Ramp for 541330 Domain (SBSA) Phase 1","CORP","Watts, Rick","CORP","no","4/15/2023","SUB","PROPSUB","Multiple","$1.00","$1.00","90%","No","Supporting multiple companies in their pursuit of a BPA. Amendment 01 was released on 4/5 with Q&A. Amendment 02 was released on 4/11 to extend the due date to 4/26./2023. Phase 1 proposals submitted on 4/26/2023. 
UPDATE:
Phase 1 results – July 18th
Phase 2 WQA release – July 24th 
","3/14/2023",,"hannis.watts@i3-corps.com","SBSA",,"T&M","EXPRESS","jennifer.stanley@i3-corps.com","RC","8/31/2023","hannis.watts@i3-corps.com",,"541330","Formal","Army","Multiple Companies","Multiple Companies","4/26/2023","rachel.paris@i3-corps.com",,"Planning",,"8/31/2028","60","$1","W31P4Q-23-Q-0005","3/14/2023","hannis.watts@i3-corps.com","Protect","2023-05-31T22:08:34Z"
"1033","	217618","U.S. Army Combat Readiness Center Planning and Training Support","TADSS","Howell, Tonalea","VTSG","yes","12/13/2022","SUB","LOST","Pamunkey Indian Enterprises","$10,000,000.00","$1,000,000.00","20%","No","1/24/23: Received TA from Pie-Ps. Working w/ Rude De Los Reyes (Chief Development Officer). Currently redlining TA - They are offering 20% work share, clause that if we can't fill positions in 14 days then they release those back to the team. 
1/3/23:  Pricing meeting conducted.  Tonalea will support by providing past performance and reviewing proposal. 
1/11/23: Awaiting FE NDA and TA. ","12/14/2022","7/1/2023",,"SBSA",,,"IDIQ (Single Award)","jennifer.stanley@i3-corps.com","NB","8/1/2023","william.glover@i3-corps.com",,"541990","Formal","Army","Rudy De Los Reyes","rudy.delosreyes@pie-ps.com","1/31/2023","tonalea.howell@i3-corps.com","4/4/2022","Planning",,"7/31/2024","11","$200,000","W9127823R0020","12/14/2022","tonalea.howell@i3-corps.com","Grow","2023-06-05T15:03:16Z"
"1034","219664","NSWCDD E20 Hypersonic and Munitions Integration (HWMI)- Seaport NxG","CORP","Watts, Rick","CORP","yes","2/23/2023","SUB","PROPSUB","AI Signal Research Inc (ASRI)","$41,600,000.00","$3,500,000.00","30%","No","Teaming with ASRI; 
https://vendornxg.seaport.navy.mil/1/Vendor/Opportunity/Detail/24204 ","2/23/2023",,"hannis.watts@i3-corps.com","F&O","Difficult","CPFF","SEAPORTNXG","kimberly.green@i3-corps.com","NB","12/12/2023","rachel.paris@i3-corps.com",,"541330","Formal","Navy","Amanda White","awhite@aisignal.com","4/14/2023","rachel.paris@i3-corps.com",,"Planning","4/13/2023","12/12/2028","60","$1,050,000","N0017823R3001","2/23/2023","brad.black@i3-corps.com","Grow","2023-04-13T20:26:39Z"
"1035","222924","DATA SOFTWARE SERVICES (DSS)","ESI","Watts, Rick","AELS","no","1/1/2028","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,"STANDALONE",,"NB","8/1/2028","william.glover@i3-corps.com",,,"Formal","Space Force",,,"2/1/2028",,,"Planning",,"8/1/2033","60","$0",,,,"Grow","2023-06-05T18:09:57Z"
"1036","214738","ARTIFICIAL INTELLIGENCE MACHINE LEARNING SOFTWARE DEVELOPMENT AND INTEGRATION FOR PROJECT MANAGER INTEGRATED VISUAL AUGMENTATION SYSTEM (PM)(IVAS)","TADSS","Stinson, Hunter","VTSG","no","8/7/2023","TBD","CAPTURE","TBD","$1.00","$1.00","10%","No","TADSS / Hunter Stinson tracking since fall 2022.  Has connections in Ft Belvoir.  Hunter working with Chris Lindsey.

TADSS - VR/AR 
ESI - Comms / 5G Infrastructure",,,,"TBD",,,"TBD",,"NB","1/2/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"9/7/2023",,,"Planning",,"1/2/2029","60","$0",,,,"Grow","2023-07-10T14:25:47Z"
"1037","227934","VIRTUAL REALITY AUGMENTED REALITY TRAINING ENVIRONMENT WITH RADIOLOGICAL NUCLEAR CONSIDERATIONS PHASE 2 (VIRTUAL TESTBED)","TADSS","TBD","VTSG",,"2/1/2024","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"TBD",,"NB","9/1/2024","william.glover@i3-corps.com",,,"Formal","Other",,,"3/1/2024",,,"Planning",,"9/1/2029","60","$0",,,,"Create","2023-01-24T19:06:41Z"
"1038","214738","ARTIFICIAL INTELLIGENCE MACHINE LEARNING SOFTWARE DEVELOPMENT AND INTEGRATION FOR PROJECT MANAGER INTEGRATED VISUAL AUGMENTATION SYSTEM (PM)(IVAS)","ESI","Rabb, Kelly","AELS","no","3/15/2023","TBD","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"TBD","Difficult",,"STANDALONE",,"NB","10/15/2023","william.glover@i3-corps.com",,"541511","Formal","Army",,,"4/15/2023",,"1/9/2022","Planning",,"10/15/2028","60","$0",,,,"Grow","2023-02-15T21:47:52Z"
"1039",,"NAWCAD IT Infrastructure Engineering, Operations, and Hosting","CREWS","TBD","ITCE","no","8/15/2023","SUB","CAPTURE","TBD","$500,000,000.00","$25,000,000.00","20%","No",,,,,"TBD",,,"TBD",,"NB","2/1/2024","william.glover@i3-corps.com",,,"Formal","Navy",,,"9/15/2023",,,"Planning",,"2/1/2029","60","$5,000,000",,,,"Grow","2023-06-05T20:38:07Z"
"1040",,"PHX - Block 2 & 3 Capability Insertion","SMS","Tylicki, Randy","GTFD","yes","1/1/2027","PRIME","CAPTURE","i3","$300,000,000.00","$300,000,000.00","90%","Yes",,,,,"TBD",,,"STANDALONE",,"RC","5/1/2027","henry.tylicki@i3-corps.com",,,"Formal","Air Force",,,"2/1/2027",,,"Planning",,"5/1/2032","60","$270,000,000",,,,"Expand","2023-05-24T21:41:22Z"
"1041","176100","DHRC/DMDC DEHRADS","CREWS","Garstang, Brian","ITCE","no","1/19/2023","SUB","PROPSUB","Smartronix","$500,000,000.00","$5,000,000.00","30%","No",,"1/19/2023",,"brian.garstang@i3-corps.com","F&O",,"FFP","IDIQ (Multiple Award)","shamar.lewis@i3-corps.com","NB","10/9/2023","rachel.paris@i3-corps.com",,"541519","Formal","Joint DoD","Jill Blair, Senior Prpposal Coordinator","JBlair@smxtech.com","4/7/2023","rachel.paris@i3-corps.com",,"Planning","4/6/2023","10/8/2028","59","$1,500,000","47QFMA22K0008","1/19/2023","brian.garstang@i3-corps.com","Grow","2023-04-06T16:53:19Z"
"1042",,"DISA Cyber Services","CREWS","Garstang, Brian","ITCE","yes","9/15/2023","SUB","CAPTURE","enGenius","$45,000,000.00","$12,500,000.00","30%","No",,,,,"TBD",,,"TBD",,"NB","2/1/2024","william.glover@i3-corps.com",,,"Formal","Joint DoD",,,"10/15/2023",,,"Planning",,"2/1/2029","60","$3,750,000",,,,"Create","2023-07-10T14:54:36Z"
"1043",,"PEO EIS ATIS DTFM","CREWS","Garstang, Brian","ITCE",,"6/1/2023","SUB","NOBID","TBD","$40,000,000.00","$7,500,000.00","40%","No",,,,,"TBD",,,"TBD",,"NB","10/1/2023","william.glover@i3-corps.com",,,"Formal","Joint DoD",,,"7/1/2023",,,"Planning",,"9/30/2028","59","$3,000,000",,,,"Grow","2023-04-03T20:02:20Z"
"1044",,"USACISA-P II","CREWS","Garstang, Brian","ITCE",,"6/1/2024","SUB","QUAL","TBD","$90,000,000.00","$12,000,000.00","30%","No",,,,,"TBD",,,"ITES-3S",,"NB","2/1/2025","william.glover@i3-corps.com",,,"Formal","Army",,,"7/1/2024",,,"Planning",,"1/31/2029","47","$3,600,000",,,,"Grow","2023-03-07T19:05:54Z"
"1045",,"MASPO Technical Spt (EXPRESS)","ESI","Culver, Lance","AELS","yes","5/15/2025","PRIME","QUAL","i3","$35,000,000.00","$35,000,000.00","20%","No","previous TO awarded 6/25/2021",,,"hannis.watts@i3-corps.com","F&O","Moderate","T&M","EXPRESS",,"NB","6/25/2026","jason.gilliam@i3-corps.com",,"541330","Formal","Army",,,"6/15/2025",,,"Planning",,"6/25/2031","60","$7,000,000",,,,"Grow","2023-05-25T14:51:43Z"
"1046",,"AMIIC - GD&T Virtual Trainer Prototype","TADSS","McGee, Nathan","VTSG","no","2/20/2023","PRIME","WON","i3","$100,000.00","$100,000.00","90%","No","3/21: Working a PO for the customer
Received ROM request, ROM in work, demo to AMIIC executives this Thursday","2/21/2023","4/24/2023",,"Sole Source","Moderate",,"Purchase Order",,"NB","5/15/2023","matthew.bower@i3-corps.com",,,"Formal","Other",,,"3/10/2023",,,"Planning",,"10/27/2023","5","$90,000",,,,"Create","2023-06-28T23:24:01Z"
"1047",,"SKR - Verus Research HMP Pod Support","SMS","Bowie, Mike","SkyRange","yes","8/1/2023","PRIME","CAPTURE","i3","$1.00","$1.00","100%","No",,,,,"TBD",,,"TBD",,"NB","9/1/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"8/31/2023",,,"Planning",,"12/31/2025","27","$1",,,,"Expand","2023-06-27T16:36:25Z"
"1048",,"Experimental Validation Capabilities Prototype Project II (EVCPP II)","ESI","Mitchell, Ben","SET","yes","6/28/2024","PRIME","CAPTURE","i3","$100,000,000.00","$100,000,000.00","40%","No","Going to Nomad site w/RTC customers on 7/17. Looking to shore up exclusive TA with Nomad.",,,,"TBD",,,"OTA",,"NB","9/30/2024","ben.mitchell@i3-corps.com",,,"Formal","Army",,,"7/29/2024",,,"Planning",,"9/30/2027","36","$40,000,000",,,,"Create","2023-06-28T22:19:41Z"
"1049",,"IWTSD BAA","CREWS","Garstang, Brian","ITCE",,"3/8/2023","PRIME","NOBID","i3","$5,000,000.00","$5,000,000.00","40%","No",,,,,"F&O",,,"BAA",,"NB","9/14/2023","william.glover@i3-corps.com",,,"Formal","Joint DoD",,,"4/14/2023",,,"Planning",,"9/13/2026","35","$2,000,000",,,,"Grow","2023-03-13T18:04:16Z"
"1050","228930","DARPA BAA - Carcosa","CREWS","Garstang, Brian","ITCE",,"2/27/2023","PRIME","LOST","i3","$5,000,000.00","$5,000,000.00","35%","No",,,,,"F&O",,,"BAA",,"NB","9/14/2023","william.glover@i3-corps.com",,,"Formal","Joint DoD",,,"4/20/2023",,,"Planning","4/17/2023","9/14/2026","36","$1,750,000",,,,"Grow","2023-06-05T20:51:10Z"
"1051","207756","ARCHITECTURE AND INTEGRATION DIRECTORATE MULTIPLE AWARD INDEFINITE QUANTITY CONTRACT (AFLCMC/XA)(MAC IDIQ)","CORP","Watts, Rick","CORP",,"3/1/2027","PRIME","IDENT","i3","$1.00","$1.00","10%","No",,,,,"F&O",,,"STANDALONE",,"NB","10/1/2027","william.glover@i3-corps.com",,,"Formal","Air Force",,,"4/1/2027",,,"Planning",,"10/1/2037","120","$0",,,,"Grow","2023-06-05T15:52:30Z"
"1052",,"E-IFPC 2nd Interceptor","ESI","Mitchell, Ben","SET",,"8/30/2023","SUB","IDENT","Blue Halo","$1.00","$1.00","1%","No",,,,"hannis.watts@i3-corps.com","F&O",,,"TBD",,"NB","5/15/2024","rachel.paris@i3-corps.com",,,"Formal","Army","Kathryn Green","Kathryn.Green@bluehalo.com","9/30/2023","tonalea.howell@i3-corps.com",,"Planning",,"5/15/2029","60","$0",,,"ben.mitchell@i3-corps.com","Create","2023-05-02T21:20:33Z"
"1053","224352","African  and European Theaters – Enterprise Level Information Technology Expertise (ELITE) formally Communication and Information Technology Services (CITS III)","CREWS","Garstang, Brian","ITCE",,"8/17/2023","SUB","NOBID","TBD","$600,000,000.00","$20,000,000.00","30%","No",,,,,"F&O",,,"ALLIANT II",,"NB","4/17/2024","william.glover@i3-corps.com",,,"Formal","Joint DoD",,,"10/17/2023",,,"Planning",,"4/16/2029","59","$6,000,000",,,,"Grow","2023-06-26T15:01:48Z"
"1054",,"DARPA Faithful Integrated Reverse Engineering & Exploitation (FIRE)","CREWS","Howard, Mike","NRL","no","4/14/2023","PRIME","NOBID","i3","$12,500,000.00","$12,500,000.00","30%","No",,,,,"TBD",,,"BAA",,"NB","11/15/2023","michael.howard@i3-corps.com",,,"Formal","Joint DoD",,,"5/15/2023",,,"Planning",,"11/14/2026","35","$3,750,000",,,,"Create","2023-05-25T10:57:34Z"
"1055","214785","ACE-IOS (CACI) Recompete","TADSS","Brockhard, Doug","HST","yes","7/21/2023","SUB","CAPTURE","CACI","$48,000,000.00","$4,800,000.00","70%","Yes","6/15/2023: Draft was released last week; had to have a ""ticket"" to get the docs; it's being sent to us; significantly higher value (165M) is generating greater interest in the community (Leidos was at industry day); final is expected 7/5",,,,"F&O","Straightforward",,"STANDALONE",,"RC","12/1/2023","william.glover@i3-corps.com",,,"Formal","Air Force",,,"8/21/2023","rachel.paris@i3-corps.com",,"Yes",,"12/1/2026","36","$3,360,000",,,,"Protect","2023-07-10T15:36:42Z"
"1056","132583","UNMANNED AIRCRAFT SYSTEMS INSTRUCTION AND MISSION SUPPORT (UAS)(IMS)","TADSS","Brockhard, Doug","HST","no","12/1/2026","SUB","IDENT","TBD","$553,200,000.00","$1.00","30%","No",,,,,"SBSA",,,"STANDALONE",,"NB","3/1/2027","doug.brockhard@i3-corps.com",,"611512","Formal","Army",,,"12/1/2026",,,"Planning",,"3/1/2034","84","$0",,,,"Expand","2023-03-02T15:35:23Z"
"1057",,"AH-64E V6X MTPC V4-V6 DIFFERENCES","TADSS","Jones, Emily","VTSG","no","12/3/2023","SUB","CAPTURE","SAIC","$12,000,000.00","$6,000,000.00","10%","No","3/3/23 - On hold pending GOV decision on tactical software design.",,,,"Sole Source",,,"S3I HWIL Aviation",,"NB - RFQ","1/1/2024","tonalea.howell@i3-corps.com",,,"Organic","Army",,,"12/30/2023",,,"Planning",,"1/1/2025","12","$600,000",,,,"Expand","2023-04-24T15:57:13Z"
"1058",,"SOFTWARE FACTORY PHASE II","TADSS","Jones, Emily","VTSG","no","3/3/2023","SUB","WON","SAIC","$200,000.00","$200,000.00","90%","No","3/21: Funding received - $200K
3/6/23 - Funding has been released to SAIC, tracking down current status and final dollar value.",,,,"TBD",,,"TBD",,"NB - RFQ","6/1/2023","ronald.steeg@i3-corps.com",,,"Organic","Army",,,"3/3/2023",,,"Planning",,"6/1/2024","12","$180,000",,,,"Expand","2023-03-21T21:48:46Z"
"1060",,"MTPC/15T FINAL PHASE","TADSS","Jones, Emily","VTSG","no","1/2/2023","SUB","WON","SAIC","$6,500,000.00","$3,346,414.76","100%","No","3/6/23 - Funding is en-route, award expected on/about 4/10.",,"4/10/2023",,"Sole Source",,,"S3I HWIL Aviation",,"NB - RFQ","5/1/2023","matthew.bower@i3-corps.com",,,"Organic","Army",,,"2/1/2023",,,"Planning",,"5/1/2025","24","$3,346,415",,,,"Expand","2023-04-20T20:20:22Z"
"1061",,"MQ9 VIRTUAL REALITY TRAINING","TADSS","Rehome, Paul","VTSG","no","3/1/2023","PRIME","PROPSUB","i3","$5,000,000.00","$4,972,000.00","50%","No","3/3/23 - ROM currently in development
3/7/23 - Customer working to identify funding source. ",,,,"Sole Source",,,"IAC MAC",,"NB - RFQ","6/5/2023","tonalea.howell@i3-corps.com",,,"Organic","Air Force",,,"5/1/2023",,,"Planning",,"6/5/2024","12","$2,486,000",,,,"Expand","2023-05-08T15:54:29Z"
"1062",,"MQ9 SATCOM LAUNCH/RECOVER","TADSS","Rehome, Paul","VTSG","no","3/1/2023","PRIME","CANCEL","i3","$914,000.00","$914,000.00","70%","No","5/23/23: AF determined that this should be covered under the CAT/CWD contract held by CTI.
3/21:  Meeting this week with Peter Jacob, MAJ Jacob, Lindsay Harris, and Jonah Rouse to determine resolution to build app under the HWIL contract.
3/7/23: Identifying if Warheads is a feasible contract vehicle for this effort.",,,,"Sole Source",,,"IAC MAC",,"NB - RFQ","5/29/2023","tonalea.howell@i3-corps.com",,,"Organic","Air Force",,,"3/1/2023",,,"Planning",,"5/29/2024","12","$639,800",,,,"Expand","2023-05-23T19:31:48Z"
"1063",,"HH-60W 512th RQS","TADSS","Rehome, Paul","VTSG",,"2/27/2023","SUB","PROPSUB","SAIC","$3,500,000.00","$3,000,000.00","50%","No","6/9/23: Customer waiting for FY '23 fallout funds.
3/7/23: Customer is attempting to identify source of funding.",,,,"Sole Source",,,"S3I HWIL and M&S Development",,"NB - RFQ","6/1/2023","paul.rehome@i3-corps.com",,,"Organic","Air Force",,,"2/28/2023",,,"Planning",,"6/1/2025","24","$1,500,000",,,,"Expand","2023-06-09T15:15:55Z"
"1064",,"LRHW VIRTUAL REALITY TRAINING","TADSS","Zepp, Matt","VTSG","no","1/2/2023","SUB","PROPSUB","LM Space Syst","$1,480,000.00","$1,480,000.00","90%","No","5/8/23: Funding has been extended through 5/12/23
4/19/23: Awaiting award ""any day""; continuing LRHW work on month-to-month funding through end of April
3/7/23: Customer expects funding to be released, but no full answer as of now. Call with LM customer on 3/8.
6.27.2023: Combined with multiplayer effort.",,,,"Sole Source",,,"Purchase Order",,"NB - RFQ","5/1/2023","jeremy.reddoch@i3-corps.com",,,"Organic","Army",,,"1/6/2023",,,"Planning",,"9/29/2023","4","$1,332,000",,,,"Expand","2023-06-27T15:07:53Z"
